line,order_id,video_name,camera_id,init_box,init_time,ai_tracker_picker_found,ai_tracker_last_bbox,ai_tracker_last_time,ai_tracker_stalls,agent_last_bbox,agent_last_time,agent_stalls
1803,10272718,Videos/20240117/10272718/ai/C21_S20240117141457800_E20240117141557800.mp4,21,"{""x"": 366.0, ""y"": 353.0, ""height"": 4.0, ""width"": 2.0}",2024-01-17 14:15:02.800000+00:00,TRUE,"{""x"": 409.0776062011719, ""y"": 0.0, ""height"": 35.458038330078125, ""width"": 19.939960479736328}",2024-01-17 14:15:41.700000+00:00,"[{""time"": ""2024-01-17 14:15:14+00:00"", ""center"": {""x"": 424.8140472412109, ""y"": 95.59891986846924}}, {""time"": ""2024-01-17 14:15:28.300000+00:00"", ""center"": {""x"": 514.8296765136719, ""y"": 67.98312477111817}}]","{""x"": 390.0, ""y"": 172.0, ""height"": 45.0, ""width"": 33.0}",2024-01-17 14:15:57.800000+00:00,"[{""time"": ""2024-01-17 14:15:05.400000+00:00"", ""center"": {""x"": 538.157, ""y"": 335.39}}, {""time"": ""2024-01-17 14:15:57.800000+00:00"", ""center"": {""x"": 483.323, ""y"": 134.89}}]"
1804,10271827,Videos/20240117/10271827/ai/C19_S20240117140119000_E20240117140219000.mp4,19,"{""x"": 608.0, ""y"": 313.0, ""height"": 5.0, ""width"": 5.0}",2024-01-17 14:01:24+00:00,TRUE,"{""x"": 290.7591857910156, ""y"": 0.0, ""height"": 33.885833740234375, ""width"": 38.18525314331055}",2024-01-17 14:01:42.400000+00:00,"[{""time"": ""2024-01-17 14:01:29.700000+00:00"", ""center"": {""x"": 272.7916206359863, ""y"": 57.95338012695313}}, {""time"": ""2024-01-17 14:01:36.700000+00:00"", ""center"": {""x"": 289.41014892578124, ""y"": 50.39222534060478}}]","{""x"": 319.0, ""y"": 8.0, ""height"": 11.0, ""width"": 10.0}",2024-01-17 14:01:43.200000+00:00,"[{""time"": ""2024-01-17 14:01:38.800000+00:00"", ""center"": {""x"": 229.698, ""y"": 51.266}}]"
1805,10268483,Videos/20240117/10268483/ai/C1_S20240117140846500_E20240117140946500.mp4,1,"{""x"": 445.0, ""y"": 64.0, ""height"": 30.0, ""width"": 32.0}",2024-01-17 14:08:51.500000+00:00,TRUE,"{""x"": 353.5232238769531, ""y"": 0.0, ""height"": 53.18463134765625, ""width"": 31.634185791015625}",2024-01-17 14:08:52.900000+00:00,[],"{""x"": 380.0, ""y"": 4.0, ""height"": 28.0, ""width"": 20.0}",2024-01-17 14:08:54.300000+00:00,[]
1806,10272619,Videos/20240117/10272619/ai/C12_S20240117141300600_E20240117141400600.mp4,12,"{""x"": 177.0, ""y"": 341.0, ""height"": 3.0, ""width"": 2.0}",2024-01-17 14:13:05.600000+00:00,TRUE,"{""x"": 123.95692443847656, ""y"": 338.8297424316406, ""height"": 40.3701171875, ""width"": 21.170257568359375}",2024-01-17 14:13:10.100000+00:00,"[{""time"": ""2024-01-17 14:13:11.700000+00:00"", ""center"": {""x"": 141.46310119628907, ""y"": 342.59141845703124}}]","{""x"": 249.0, ""y"": 348.0, ""height"": 9.0, ""width"": 8.0}",2024-01-17 14:13:52.700000+00:00,"[{""time"": ""2024-01-17 14:13:23.300000+00:00"", ""center"": {""x"": 102.464, ""y"": 340.355}}, {""time"": ""2024-01-17 14:13:31.900000+00:00"", ""center"": {""x"": 130.297, ""y"": 333.188}}]"
1807,10272664,Videos/20240117/10272664/ai/C25_S20240117141704000_E20240117141804000.mp4,25,"{""x"": 587.0, ""y"": 121.0, ""height"": 53.0, ""width"": 60.0}",2024-01-17 14:17:09+00:00,TRUE,"{""x"": 484.1189880371094, ""y"": 0.0, ""height"": 38.753265380859375, ""width"": 38.380794525146484}",2024-01-17 14:17:56.800000+00:00,"[{""time"": ""2024-01-17 14:17:14.600000+00:00"", ""center"": {""x"": 599.2893408203125, ""y"": 191.24702941894532}}, {""time"": ""2024-01-17 14:17:32.600000+00:00"", ""center"": {""x"": 592.2805523681641, ""y"": 191.53425216674805}}, {""time"": ""2024-01-17 14:17:44.200000+00:00"", ""center"": {""x"": 526.7688800048828, ""y"": 45.62943984031677}}]","{""x"": 501.0, ""y"": 283.0, ""height"": 25.0, ""width"": 21.0}",2024-01-17 14:17:07+00:00,[]
1808,10271858,Videos/20240117/10271858/ai/C7_S20240117140806836_E20240117140906836.mp4,7,"{""x"": 325.0, ""y"": 59.0, ""height"": 53.0, ""width"": 19.0}",2024-01-17 14:08:11.836000+00:00,FALSE,,,,"{""x"": 242.0, ""y"": 52.0, ""height"": 34.0, ""width"": 23.0}",2024-01-17 14:08:13.436000+00:00,[]
1809,10272572,Videos/20240117/10272572/ai/C21_S20240117141644400_E20240117141744400.mp4,21,"{""x"": 368.0, ""y"": 353.0, ""height"": 2.0, ""width"": 2.0}",2024-01-17 14:16:49.400000+00:00,TRUE,"{""x"": 303.62689208984375, ""y"": 313.3150329589844, ""height"": 52.750518798828125, ""width"": 46.415374755859375}",2024-01-17 14:17:01.100000+00:00,[],"{""x"": 357.0, ""y"": 348.0, ""height"": 30.0, ""width"": 12.0}",2024-01-17 14:17:00.200000+00:00,[]
1810,10272671,Videos/20240117/10272671/ai/C2_S20240117141343500_E20240117141443500.mp4,2,"{""x"": 285.0, ""y"": 45.0, ""height"": 8.0, ""width"": 13.0}",2024-01-17 14:13:48.500000+00:00,TRUE,"{""x"": 147.54974365234375, ""y"": 80.6538314819336, ""height"": 39.12132263183594, ""width"": 31.737747192382812}",2024-01-17 14:13:52.600000+00:00,[],"{""x"": 176.0, ""y"": 58.0, ""height"": 53.0, ""width"": 58.0}",2024-01-17 14:14:43.500000+00:00,"[{""time"": ""2024-01-17 14:14:03.700000+00:00"", ""center"": {""x"": 129.295, ""y"": 130.463}}]"
1811,10272657,Videos/20240117/10272657/ai/C16_S20240117141047800_E20240117141147800.mp4,16,"{""x"": 591.0, ""y"": 326.0, ""height"": 49.0, ""width"": 26.0}",2024-01-17 14:10:52.800000+00:00,TRUE,"{""x"": 483.9742736816406, ""y"": 124.0878677368164, ""height"": 41.324005126953125, ""width"": 45.911827087402344}",2024-01-17 14:11:47.700000+00:00,"[{""time"": ""2024-01-17 14:10:49.100000+00:00"", ""center"": {""x"": 488.08154663085935, ""y"": 315.4797088623047}}, {""time"": ""2024-01-17 14:11:07.200000+00:00"", ""center"": {""x"": 517.8997164916992, ""y"": 251.52605972290038}}, {""time"": ""2024-01-17 14:11:15.100000+00:00"", ""center"": {""x"": 499.40137939453126, ""y"": 257.9258706665039}}]","{""x"": 483.0, ""y"": 121.0, ""height"": 47.0, ""width"": 46.0}",2024-01-17 14:11:47.800000+00:00,"[{""time"": ""2024-01-17 14:10:54.200000+00:00"", ""center"": {""x"": 529.032, ""y"": 320.14}}, {""time"": ""2024-01-17 14:10:59+00:00"", ""center"": {""x"": 547.699, ""y"": 317.807}}, {""time"": ""2024-01-17 14:11:08+00:00"", ""center"": {""x"": 561.699, ""y"": 246.473}}]"
1812,18120172,Videos/20240117/18120172/ai/C21_S20240117141740400_E20240117141840400.mp4,21,"{""x"": 369.0, ""y"": 353.0, ""height"": 1.0, ""width"": 1.0}",2024-01-17 14:17:45.400000+00:00,TRUE,"{""x"": 469.9495544433594, ""y"": 254.0973663330078, ""height"": 29.425384521484375, ""width"": 34.56556701660156}",2024-01-17 14:17:47.800000+00:00,[],"{""x"": 372.0, ""y"": 6.0, ""height"": 24.0, ""width"": 15.0}",2024-01-17 14:18:30.200000+00:00,"[{""time"": ""2024-01-17 14:17:51.500000+00:00"", ""center"": {""x"": 531.191, ""y"": 293.108}}, {""time"": ""2024-01-17 14:18:19.700000+00:00"", ""center"": {""x"": 558.775, ""y"": 68.608}}]"
1813,10272664,Videos/20240117/10272664/ai/C15_S20240117141702000_E20240117141802000.mp4,15,"{""x"": 102.0, ""y"": 195.0, ""height"": 26.0, ""width"": 22.0}",2024-01-17 14:17:07+00:00,TRUE,"{""x"": 32.48325729370117, ""y"": 139.2837371826172, ""height"": 54.32383346557617, ""width"": 70.82157897949219}",2024-01-17 14:17:38.800000+00:00,"[{""time"": ""2024-01-17 14:17:13.900000+00:00"", ""center"": {""x"": 68.91502361297607, ""y"": 148.28494667053224}}, {""time"": ""2024-01-17 14:17:32+00:00"", ""center"": {""x"": 63.13167881011963, ""y"": 146.30905944824218}}]","{""x"": 16.0, ""y"": 137.0, ""height"": 22.0, ""width"": 25.0}",2024-01-17 14:17:29.900000+00:00,"[{""time"": ""2024-01-17 14:17:12.900000+00:00"", ""center"": {""x"": 114.845, ""y"": 74.348}}]"
1814,10272770,Videos/20240117/10272770/ai/C26_S20240117141418100_E20240117141518100.mp4,26,"{""x"": 333.0, ""y"": 170.0, ""height"": 41.0, ""width"": 0.0}",2024-01-17 14:14:23.100000+00:00,TRUE,"{""x"": 341.8863525390625, ""y"": 13.995308876037598, ""height"": 19.14202880859375, ""width"": 36.143856048583984}",2024-01-17 14:14:23.600000+00:00,[],"{""x"": 342.0, ""y"": 88.0, ""height"": 13.0, ""width"": 10.0}",2024-01-17 14:14:23.700000+00:00,[]
1815,10271810,Videos/20240117/10271810/ai/C25_S20240117135910300_E20240117140010300.mp4,25,"{""x"": 373.0, ""y"": 289.0, ""height"": 32.0, ""width"": 8.0}",2024-01-17 13:59:15.300000+00:00,TRUE,"{""x"": 383.281494140625, ""y"": 0.0, ""height"": 40.661468505859375, ""width"": 52.860050201416016}",2024-01-17 13:59:18.300000+00:00,[],"{""x"": 401.0, ""y"": 10.0, ""height"": 10.0, ""width"": 8.0}",2024-01-17 13:59:19.400000+00:00,[]
1816,10273487,Videos/20240117/10273487/ai/C8_S20240117142455800_E20240117142555800.mp4,8,"{""x"": 260.0, ""y"": 1.0, ""height"": 89.0, ""width"": 47.0}",2024-01-17 14:25:00.800000+00:00,TRUE,"{""x"": 206.48773193359375, ""y"": 330.0039978027344, ""height"": 39.95391845703125, ""width"": 29.996002197265625}",2024-01-17 14:25:01.500000+00:00,[],"{""x"": 182.0, ""y"": 340.0, ""height"": 47.0, ""width"": 20.0}",2024-01-17 14:25:03.300000+00:00,[]
1817,10272589,Videos/20240117/10272589/ai/C26_S20240117141259000_E20240117141359000.mp4,26,"{""x"": 498.0, ""y"": 172.0, ""height"": 65.0, ""width"": 7.0}",2024-01-17 14:13:04+00:00,TRUE,"{""x"": 520.8030395507812, ""y"": 127.06696319580078, ""height"": 36.104248046875, ""width"": 57.85602569580078}",2024-01-17 14:13:22+00:00,"[{""time"": ""2024-01-17 14:12:59.100000+00:00"", ""center"": {""x"": 539.7118176269531, ""y"": 156.3329214477539}}]","{""x"": 150.0, ""y"": 97.0, ""height"": 43.0, ""width"": 24.0}",2024-01-17 14:13:15.300000+00:00,[]
1818,10271728,Videos/20240117/10271728/ai/C18_S20240117140623408_E20240117140723408.mp4,18,"{""x"": 407.0, ""y"": 183.0, ""height"": 7.0, ""width"": 17.0}",2024-01-17 14:06:28.408000+00:00,TRUE,"{""x"": 296.0744934082031, ""y"": 0.0, ""height"": 29.1392822265625, ""width"": 35.38095474243164}",2024-01-17 14:06:54.708000+00:00,"[{""time"": ""2024-01-17 14:06:23.508000+00:00"", ""center"": {""x"": 486.6528646850586, ""y"": 90.86203170776368}}]","{""x"": 352.0, ""y"": 1.0, ""height"": 24.0, ""width"": 8.0}",2024-01-17 14:06:54.808000+00:00,"[{""time"": ""2024-01-17 14:06:40.408000+00:00"", ""center"": {""x"": 529.097, ""y"": 74.885}}]"
1819,10271858,Videos/20240117/10271858/ai/C15_S20240117140808436_E20240117140908436.mp4,15,"{""x"": 234.0, ""y"": 272.0, ""height"": 28.0, ""width"": 58.0}",2024-01-17 14:08:13.436000+00:00,TRUE,"{""x"": 0.0, ""y"": 141.2872314453125, ""height"": 49.29063034057617, ""width"": 63.64103698730469}",2024-01-17 14:08:42.436000+00:00,"[{""time"": ""2024-01-17 14:08:15.036000+00:00"", ""center"": {""x"": 29.487880862504245, ""y"": 148.80482070922852}}]","{""x"": 10.0, ""y"": 188.0, ""height"": 12.0, ""width"": 13.0}",2024-01-17 14:08:21.036000+00:00,[]
1820,10272572,Videos/20240117/10272572/ai/C20_S20240117141655200_E20240117141755200.mp4,20,"{""x"": 399.0, ""y"": 0.0, ""height"": 241.0, ""width"": 55.0}",2024-01-17 14:17:00.200000+00:00,TRUE,"{""x"": 433.6583557128906, ""y"": 0.0, ""height"": 35.6168212890625, ""width"": 23.7619571685791}",2024-01-17 14:17:20.700000+00:00,"[{""time"": ""2024-01-17 14:16:56.800000+00:00"", ""center"": {""x"": 507.6632653808594, ""y"": 18.022429875358938}}]","{""x"": 518.0, ""y"": 0.0, ""height"": 26.0, ""width"": 12.0}",2024-01-17 14:17:24.600000+00:00,"[{""time"": ""2024-01-17 14:17:07+00:00"", ""center"": {""x"": 563.109, ""y"": 228.187}}, {""time"": ""2024-01-17 14:17:09.800000+00:00"", ""center"": {""x"": 546.321, ""y"": 184.663}}]"
1821,10272718,Videos/20240117/10272718/ai/C21_S20240117141552800_E20240117141652800.mp4,21,"{""x"": 390.0, ""y"": 172.0, ""height"": 45.0, ""width"": 33.0}",2024-01-17 14:15:57.800000+00:00,TRUE,"{""x"": 394.3238830566406, ""y"": 328.18182373046875, ""height"": 44.972320556640625, ""width"": 31.81817626953125}",2024-01-17 14:16:13.100000+00:00,"[{""time"": ""2024-01-17 14:15:59+00:00"", ""center"": {""x"": 441.1426919555664, ""y"": 265.5990985107422}}]","{""x"": 450.0, ""y"": 13.0, ""height"": 36.0, ""width"": 14.0}",2024-01-17 14:16:08.600000+00:00,[]
1822,10272701,Videos/20240117/10272701/ai/C24_S20240117141238300_E20240117141338300.mp4,24,"{""x"": 449.0, ""y"": 182.0, ""height"": 74.0, ""width"": 61.0}",2024-01-17 14:12:43.300000+00:00,TRUE,"{""x"": 0.0, ""y"": 192.9204864501953, ""height"": 23.26569366455078, ""width"": 49.71800231933594}",2024-01-17 14:12:55.900000+00:00,"[{""time"": ""2024-01-17 14:12:38.400000+00:00"", ""center"": {""x"": 452.76159210205077, ""y"": 145.39947547912598}}]","{""x"": 452.0, ""y"": 179.0, ""height"": 70.0, ""width"": 51.0}",2024-01-17 14:13:38.300000+00:00,"[{""time"": ""2024-01-17 14:13:32.900000+00:00"", ""center"": {""x"": 439.931, ""y"": 68.873}}]"
1823,10272770,Videos/20240117/10272770/ai/C24_S20240117141418700_E20240117141518700.mp4,24,"{""x"": 313.0, ""y"": 296.0, ""height"": 17.0, ""width"": 25.0}",2024-01-17 14:14:23.700000+00:00,TRUE,"{""x"": 446.8099670410156, ""y"": 120.39554595947266, ""height"": 54.777862548828125, ""width"": 68.2894058227539}",2024-01-17 14:14:33.800000+00:00,"[{""time"": ""2024-01-17 14:14:27.500000+00:00"", ""center"": {""x"": 488.3130200195312, ""y"": 155.66887573242187}}]","{""x"": 95.0, ""y"": 162.0, ""height"": 38.0, ""width"": 18.0}",2024-01-17 14:15:00.400000+00:00,"[{""time"": ""2024-01-17 14:14:39.800000+00:00"", ""center"": {""x"": 400.466, ""y"": 41.186}}]"
1824,10272787,Videos/20240117/10272787/ai/C12_S20240117141453300_E20240117141553300.mp4,12,"{""x"": 244.0, ""y"": 36.0, ""height"": 31.0, ""width"": 16.0}",2024-01-17 14:14:58.300000+00:00,TRUE,"{""x"": 152.9720916748047, ""y"": 322.8043518066406, ""height"": 48.886871337890625, ""width"": 36.049102783203125}",2024-01-17 14:15:08+00:00,[],"{""x"": 236.0, ""y"": 345.0, ""height"": 20.0, ""width"": 15.0}",2024-01-17 14:15:07.500000+00:00,[]
1825,18120172,Videos/20240117/18120172/ai/C22_S20240117141825200_E20240117141925200.mp4,22,"{""x"": 359.0, ""y"": 329.0, ""height"": 20.0, ""width"": 13.0}",2024-01-17 14:18:30.200000+00:00,TRUE,"{""x"": 465.2120666503906, ""y"": 61.91685485839844, ""height"": 49.562530517578125, ""width"": 37.19378662109375}",2024-01-17 14:19:23.033000+00:00,"[{""time"": ""2024-01-17 14:18:37.366000+00:00"", ""center"": {""x"": 490.350185139974, ""y"": 101.87314936319987}}, {""time"": ""2024-01-17 14:19:01.700000+00:00"", ""center"": {""x"": 486.62657623291017, ""y"": 80.15856227874755}}]","{""x"": 477.0, ""y"": 57.0, ""height"": 21.0, ""width"": 22.0}",2024-01-17 14:18:59.942000+00:00,"[{""time"": ""2024-01-17 14:18:41.972000+00:00"", ""center"": {""x"": 537.826, ""y"": 109.601}}]"
1826,10272626,Videos/20240117/10272626/ai/C11_S20240117141849144_E20240117141949144.mp4,11,"{""x"": 329.0, ""y"": 297.0, ""height"": 4.0, ""width"": 5.0}",2024-01-17 14:18:54.144000+00:00,TRUE,"{""x"": 151.71768188476562, ""y"": 317.200439453125, ""height"": 50.480010986328125, ""width"": 41.5247802734375}",2024-01-17 14:19:43.144000+00:00,"[{""time"": ""2024-01-17 14:19:12.644000+00:00"", ""center"": {""x"": 199.3120880126953, ""y"": 324.5899658203125}}]","{""x"": 196.0, ""y"": 336.0, ""height"": 20.0, ""width"": 16.0}",2024-01-17 14:18:59.726000+00:00,[]
1827,10272664,Videos/20240117/10272664/ai/C25_S20240117141724900_E20240117141824900.mp4,25,"{""x"": 563.0, ""y"": 134.0, ""height"": 46.0, ""width"": 51.0}",2024-01-17 14:17:29.900000+00:00,TRUE,"{""x"": 485.55706787109375, ""y"": 0.0, ""height"": 36.4114990234375, ""width"": 34.91581726074219}",2024-01-17 14:17:31.700000+00:00,"[{""time"": ""2024-01-17 14:17:25+00:00"", ""center"": {""x"": 519.3431460571289, ""y"": 50.64509736120701}}]","{""x"": 478.0, ""y"": 6.0, ""height"": 38.0, ""width"": 18.0}",2024-01-17 14:17:46.200000+00:00,"[{""time"": ""2024-01-17 14:17:34.100000+00:00"", ""center"": {""x"": 625.776, ""y"": 174.969}}, {""time"": ""2024-01-17 14:17:36.900000+00:00"", ""center"": {""x"": 624.658, ""y"": 183.354}}]"
1828,10272558,Videos/20240117/10272558/ai/C13_S20240117141120700_E20240117141220700.mp4,13,"{""x"": -33896.0, ""y"": -12271.0, ""height"": 34536.0, ""width"": 12631.0}",2024-01-17 14:11:25.700000+00:00,TRUE,"{""x"": 613.1148681640625, ""y"": 74.73333740234375, ""height"": 26.8851318359375, ""width"": 26.02594757080078}",2024-01-17 14:11:27.800000+00:00,[],"{""x"": 588.0, ""y"": 30.0, ""height"": 44.0, ""width"": 30.0}",2024-01-17 14:11:27.700000+00:00,[]
1829,10268087,Videos/20240117/10268087/ai/C19_S20240117140413400_E20240117140513400.mp4,19,"{""x"": 424.0, ""y"": 158.0, ""height"": 17.0, ""width"": 20.0}",2024-01-17 14:04:18.400000+00:00,TRUE,"{""x"": 432.7983093261719, ""y"": 0.0, ""height"": 38.737091064453125, ""width"": 30.996435165405273}",2024-01-17 14:04:34.900000+00:00,"[{""time"": ""2024-01-17 14:04:22.800000+00:00"", ""center"": {""x"": 521.5418106079102, ""y"": 83.36211540222168}}]","{""x"": 456.0, ""y"": 11.0, ""height"": 9.0, ""width"": 7.0}",2024-01-17 14:04:34.700000+00:00,"[{""time"": ""2024-01-17 14:04:27.800000+00:00"", ""center"": {""x"": 542.057, ""y"": 73.732}}]"
1830,10271810,Videos/20240117/10271810/ai/C16_S20240117135914400_E20240117140014400.mp4,16,"{""x"": 477.0, ""y"": 330.0, ""height"": 15.0, ""width"": 10.0}",2024-01-17 13:59:19.400000+00:00,TRUE,"{""x"": 417.5079040527344, ""y"": 0.0, ""height"": 30.740081787109375, ""width"": 26.021821975708008}",2024-01-17 13:59:25.300000+00:00,[],"{""x"": 356.0, ""y"": 4.0, ""height"": 26.0, ""width"": 6.0}",2024-01-17 13:59:41.700000+00:00,"[{""time"": ""2024-01-17 13:59:32.200000+00:00"", ""center"": {""x"": 535.641, ""y"": 83.048}}]"
1831,10272589,Videos/20240117/10272589/ai/C8_S20240117141310300_E20240117141410300.mp4,8,"{""x"": 339.0, ""y"": 16.0, ""height"": 72.0, ""width"": 44.0}",2024-01-17 14:13:15.300000+00:00,TRUE,"{""x"": 294.8211975097656, ""y"": 321.0726623535156, ""height"": 44.3131103515625, ""width"": 38.927337646484375}",2024-01-17 14:13:38.800000+00:00,[],"{""x"": 239.0, ""y"": 351.0, ""height"": 15.0, ""width"": 9.0}",2024-01-17 14:13:40+00:00,"[{""time"": ""2024-01-17 14:13:29.200000+00:00"", ""center"": {""x"": 150.914, ""y"": 263.884}}]"
1832,10272657,Videos/20240117/10272657/ai/C16_S20240117141142800_E20240117141242800.mp4,16,"{""x"": 483.0, ""y"": 121.0, ""height"": 47.0, ""width"": 46.0}",2024-01-17 14:11:47.800000+00:00,TRUE,"{""x"": 460.4328308105469, ""y"": 0.0, ""height"": 30.906463623046875, ""width"": 23.066516876220703}",2024-01-17 14:12:02+00:00,"[{""time"": ""2024-01-17 14:11:46.500000+00:00"", ""center"": {""x"": 518.1055258178711, ""y"": 133.23479248046874}}]","{""x"": 500.0, ""y"": 0.0, ""height"": 10.0, ""width"": 6.0}",2024-01-17 14:11:56.700000+00:00,"[{""time"": ""2024-01-17 14:11:49.600000+00:00"", ""center"": {""x"": 557.316, ""y"": 139.25}}]"
1833,10273487,Videos/20240117/10273487/ai/C9_S20240117142458300_E20240117142558300.mp4,9,"{""x"": 197.0, ""y"": 27.0, ""height"": 47.0, ""width"": 20.0}",2024-01-17 14:25:03.300000+00:00,TRUE,"{""x"": 267.6919250488281, ""y"": 323.2289733886719, ""height"": 33.961669921875, ""width"": 36.771026611328125}",2024-01-17 14:25:29+00:00,"[{""time"": ""2024-01-17 14:25:10.800000+00:00"", ""center"": {""x"": 177.09461685180665, ""y"": 94.74713180541993}}]","{""x"": 397.0, ""y"": 351.0, ""height"": 29.0, ""width"": 9.0}",2024-01-17 14:25:31.900000+00:00,"[{""time"": ""2024-01-17 14:25:21.700000+00:00"", ""center"": {""x"": 68.839, ""y"": 110.437}}, {""time"": ""2024-01-17 14:25:21.700000+00:00"", ""center"": {""x"": 70.506, ""y"": 102.437}}]"
1834,10272626,Videos/20240117/10272626/ai/C12_S20240117141854726_E20240117141954726.mp4,12,"{""x"": 216.0, ""y"": 29.0, ""height"": 17.0, ""width"": 13.0}",2024-01-17 14:18:59.726000+00:00,TRUE,"{""x"": 284.1686096191406, ""y"": 28.100486755371094, ""height"": 46.6380615234375, ""width"": 49.088478088378906}",2024-01-17 14:19:45.817000+00:00,"[{""time"": ""2024-01-17 14:18:55.817000+00:00"", ""center"": {""x"": 307.58661193847655, ""y"": 54.5751407623291}}]","{""x"": 151.0, ""y"": 19.0, ""height"": 42.0, ""width"": 42.0}",2024-01-17 14:18:59.817000+00:00,[]
1835,10272718,Videos/20240117/10272718/ai/C22_S20240117141603600_E20240117141703600.mp4,22,"{""x"": 409.0, ""y"": 339.0, ""height"": 24.0, ""width"": 10.0}",2024-01-17 14:16:08.600000+00:00,TRUE,"{""x"": 500.7522888183594, ""y"": 0.5144778490066528, ""height"": 52.474395751953125, ""width"": 18.11164093017578}",2024-01-17 14:16:54+00:00,"[{""time"": ""2024-01-17 14:16:11.800000+00:00"", ""center"": {""x"": 506.5480795288086, ""y"": 291.97148651123047}}, {""time"": ""2024-01-17 14:16:33.100000+00:00"", ""center"": {""x"": 489.10269134521485, ""y"": 109.75281997680663}}]","{""x"": 441.0, ""y"": 13.0, ""height"": 28.0, ""width"": 14.0}",2024-01-17 14:16:47.700000+00:00,"[{""time"": ""2024-01-17 14:16:17.700000+00:00"", ""center"": {""x"": 550.289, ""y"": 288.38}}, {""time"": ""2024-01-17 14:16:29.800000+00:00"", ""center"": {""x"": 551.539, ""y"": 141.797}}, {""time"": ""2024-01-17 14:16:41.500000+00:00"", ""center"": {""x"": 536.539, ""y"": 104.797}}]"
1836,10272787,Videos/20240117/10272787/ai/C13_S20240117141502500_E20240117141602500.mp4,13,"{""x"": 241.0, ""y"": 0.0, ""height"": 23.0, ""width"": 18.0}",2024-01-17 14:15:07.500000+00:00,TRUE,"{""x"": 169.50379943847656, ""y"": 200.28135681152344, ""height"": 51.88623046875, ""width"": 33.01640319824219}",2024-01-17 14:15:17.500000+00:00,[],"{""x"": 157.0, ""y"": 3.0, ""height"": 16.0, ""width"": 6.0}",2024-01-17 14:15:07+00:00,[]
1837,10272558,Videos/20240117/10272558/ai/C17_S20240117141122700_E20240117141222700.mp4,17,"{""x"": 152.0, ""y"": 155.0, ""height"": 37.0, ""width"": 9.0}",2024-01-17 14:11:27.700000+00:00,TRUE,"{""x"": 23.86785316467285, ""y"": 141.57449340820312, ""height"": 20.203927993774414, ""width"": 27.499526977539062}",2024-01-17 14:11:23.800000+00:00,"[{""time"": ""2024-01-17 14:11:36.600000+00:00"", ""center"": {""x"": 356.4479281616211, ""y"": 199.66753295898437}}, {""time"": ""2024-01-17 14:11:50.600000+00:00"", ""center"": {""x"": 434.158567199707, ""y"": 181.86263580322264}}]","{""x"": 308.0, ""y"": 203.0, ""height"": 28.0, ""width"": 32.0}",2024-01-17 14:11:32.700000+00:00,[]
1838,10272619,Videos/20240117/10272619/ai/C13_S20240117141347700_E20240117141447700.mp4,13,"{""x"": 253.0, ""y"": 0.0, ""height"": 10.0, ""width"": 8.0}",2024-01-17 14:13:52.700000+00:00,TRUE,"{""x"": 130.05068969726562, ""y"": 3.572441816329956, ""height"": 43.62847900390625, ""width"": 39.1428337097168}",2024-01-17 14:13:48.700000+00:00,[],"{""x"": 141.0, ""y"": 165.0, ""height"": 23.0, ""width"": 26.0}",2024-01-17 14:13:58+00:00,[]
1839,10272671,Videos/20240117/10272671/ai/C2_S20240117141438500_E20240117141538500.mp4,2,"{""x"": 176.0, ""y"": 58.0, ""height"": 53.0, ""width"": 58.0}",2024-01-17 14:14:43.500000+00:00,TRUE,"{""x"": 245.6938934326172, ""y"": 55.05793380737305, ""height"": 33.89811706542969, ""width"": 42.51151657104492}",2024-01-17 14:15:38.400000+00:00,"[{""time"": ""2024-01-17 14:14:38.600000+00:00"", ""center"": {""x"": 184.19368942260743, ""y"": 268.1496144104004}}, {""time"": ""2024-01-17 14:14:54.600000+00:00"", ""center"": {""x"": 182.0085543823242, ""y"": 86.9217430114746}}, {""time"": ""2024-01-17 14:15:05.200000+00:00"", ""center"": {""x"": 216.74364990234375, ""y"": 134.94926490783692}}, {""time"": ""2024-01-17 14:15:15.700000+00:00"", ""center"": {""x"": 147.42191474914551, ""y"": 303.17327484130857}}, {""time"": ""2024-01-17 14:15:33+00:00"", ""center"": {""x"": 257.98521423339844, ""y"": 79.24369331359863}}]","{""x"": 211.0, ""y"": 46.0, ""height"": 61.0, ""width"": 52.0}",2024-01-17 14:15:38.500000+00:00,"[{""time"": ""2024-01-17 14:15:21.400000+00:00"", ""center"": {""x"": 116.432, ""y"": 271.618}}]"
1840,18120172,Videos/20240117/18120172/ai/C22_S20240117141854942_E20240117141954942.mp4,22,"{""x"": 477.0, ""y"": 57.0, ""height"": 21.0, ""width"": 22.0}",2024-01-17 14:18:59.942000+00:00,TRUE,"{""x"": 459.4158630371094, ""y"": 68.2518539428711, ""height"": 42.890411376953125, ""width"": 48.978424072265625}",2024-01-17 14:19:44.915000+00:00,"[{""time"": ""2024-01-17 14:18:55.915000+00:00"", ""center"": {""x"": 483.01072692871094, ""y"": 99.03052520751953}}]","{""x"": 414.0, ""y"": 47.0, ""height"": 35.0, ""width"": 38.0}",2024-01-17 14:18:59.915000+00:00,[]
