line,order_id,video_name,camera_id,init_box,init_time,ai_tracker_picker_found,ai_tracker_last_bbox,ai_tracker_last_time,ai_tracker_stalls,agent_last_bbox,agent_last_time,agent_stalls
3426,10279243,Videos/20240117/10279243/ai/C19_S20240117155517600_E20240117155617600.mp4,19,"{""x"": 297.0, ""y"": 283.0, ""height"": 39.0, ""width"": 43.0}",2024-01-17 15:55:22.600000+00:00,TRUE,"{""x"": 221.97702026367188, ""y"": 169.02984619140625, ""height"": 57.9539794921875, ""width"": 31.637115478515625}",2024-01-17 15:56:17.500000+00:00,"[{""time"": ""2024-01-17 15:55:17.700000+00:00"", ""center"": {""x"": 310.61868438720705, ""y"": 283.3415914916992}}, {""time"": ""2024-01-17 15:55:49.400000+00:00"", ""center"": {""x"": 277.176876373291, ""y"": 231.70584655761718}}, {""time"": ""2024-01-17 15:56:02.300000+00:00"", ""center"": {""x"": 252.3376921081543, ""y"": 185.36494415283204}}]","{""x"": 224.0, ""y"": 172.0, ""height"": 56.0, ""width"": 33.0}",2024-01-17 15:56:17.600000+00:00,"[{""time"": ""2024-01-17 15:55:28.400000+00:00"", ""center"": {""x"": 253.715, ""y"": 277.563}}, {""time"": ""2024-01-17 15:55:28.400000+00:00"", ""center"": {""x"": 254.715, ""y"": 283.313}}, {""time"": ""2024-01-17 15:55:32.400000+00:00"", ""center"": {""x"": 278.131, ""y"": 274.271}}, {""time"": ""2024-01-17 15:55:38.400000+00:00"", ""center"": {""x"": 255.269, ""y"": 291.019}}, {""time"": ""2024-01-17 15:55:43.500000+00:00"", ""center"": {""x"": 276.602, ""y"": 286.186}}, {""time"": ""2024-01-17 15:55:57.200000+00:00"", ""center"": {""x"": 249.435, ""y"": 233.103}}, {""time"": ""2024-01-17 15:55:57.200000+00:00"", ""center"": {""x"": 249.602, ""y"": 228.269}}, {""time"": ""2024-01-17 15:56:15.900000+00:00"", ""center"": {""x"": 239.602, ""y"": 191.686}}, {""time"": ""2024-01-17 15:56:15.900000+00:00"", ""center"": {""x"": 238.102, ""y"": 185.353}}]"
3427,10277126,Videos/20240117/10277126/ai/C27_S20240117153653300_E20240117153753300.mp4,27,"{""x"": 260.0, ""y"": 327.0, ""height"": 58.0, ""width"": 29.0}",2024-01-17 15:36:58.300000+00:00,TRUE,"{""x"": 216.664306640625, ""y"": 0.0, ""height"": 35.55174255371094, ""width"": 30.9527587890625}",2024-01-17 15:37:02.900000+00:00,[],"{""x"": 250.0, ""y"": 0.0, ""height"": 8.0, ""width"": 5.0}",2024-01-17 15:37:04.200000+00:00,[]
3428,10279182,Videos/20240117/10279182/ai/C20_S20240117154655000_E20240117154755000.mp4,20,"{""x"": 305.0, ""y"": 240.0, ""height"": 30.0, ""width"": 29.0}",2024-01-17 15:47:00+00:00,TRUE,"{""x"": 347.9550476074219, ""y"": 0.0, ""height"": 32.745941162109375, ""width"": 19.468387603759766}",2024-01-17 15:47:53.900000+00:00,"[{""time"": ""2024-01-17 15:47:02.500000+00:00"", ""center"": {""x"": 341.1350909423828, ""y"": 14.247684688568116}}]","{""x"": 503.0, ""y"": 3.0, ""height"": 10.0, ""width"": 5.0}",2024-01-17 15:47:05.600000+00:00,[]
3429,10279304,Videos/20240117/10279304/ai/C14_S20240117154948200_E20240117155048200.mp4,14,"{""x"": 182.0, ""y"": 266.0, ""height"": 10.0, ""width"": 4.0}",2024-01-17 15:49:53.200000+00:00,TRUE,"{""x"": 183.35556030273438, ""y"": 236.7737274169922, ""height"": 26.816513061523438, ""width"": 37.58253479003906}",2024-01-17 15:49:59.100000+00:00,[],"{""x"": 404.0, ""y"": 162.0, ""height"": 13.0, ""width"": 9.0}",2024-01-17 15:50:08.200000+00:00,"[{""time"": ""2024-01-17 15:49:56.600000+00:00"", ""center"": {""x"": 110.599, ""y"": 244.183}}]"
3430,10279205,Videos/20240117/10279205/ai/C6_S20240117160415200_E20240117160515200.mp4,6,"{""x"": 375.0, ""y"": 62.0, ""height"": 55.0, ""width"": 23.0}",2024-01-17 16:04:20.200000+00:00,TRUE,"{""x"": 609.0313720703125, ""y"": 288.36944580078125, ""height"": 30.9686279296875, ""width"": 39.394287109375}",2024-01-17 16:04:23.600000+00:00,[],"{""x"": 613.0, ""y"": 225.0, ""height"": 27.0, ""width"": 55.0}",2024-01-17 16:04:24.200000+00:00,[]
3431,10279236,Videos/20240117/10279236/ai/C11_S20240117160320200_E20240117160420200.mp4,11,"{""x"": 209.0, ""y"": 249.0, ""height"": 57.0, ""width"": 63.0}",2024-01-17 16:03:25.200000+00:00,TRUE,"{""x"": 226.4285888671875, ""y"": 211.5018768310547, ""height"": 46.330963134765625, ""width"": 35.47015380859375}",2024-01-17 16:04:20.100000+00:00,"[{""time"": ""2024-01-17 16:03:26.800000+00:00"", ""center"": {""x"": 348.61382659912107, ""y"": 31.84791202068329}}, {""time"": ""2024-01-17 16:04:03.100000+00:00"", ""center"": {""x"": 257.9751741027832, ""y"": 238.2722625732422}}]","{""x"": 216.0, ""y"": 210.0, ""height"": 56.0, ""width"": 76.0}",2024-01-17 16:04:20.200000+00:00,"[{""time"": ""2024-01-17 16:04:14.600000+00:00"", ""center"": {""x"": 252.747, ""y"": 227.361}}, {""time"": ""2024-01-17 16:04:14.600000+00:00"", ""center"": {""x"": 252.497, ""y"": 218.361}}]"
3432,10276617,Videos/20240117/10276617/ai/C29_S20240117153734600_E20240117153834600.mp4,29,"{""x"": 192.0, ""y"": 128.0, ""height"": 23.0, ""width"": 57.0}",2024-01-17 15:37:39.600000+00:00,TRUE,"{""x"": 183.9818878173828, ""y"": 0.0, ""height"": 50.09698486328125, ""width"": 34.635047912597656}",2024-01-17 15:37:43.300000+00:00,[],"{""x"": 238.0, ""y"": 3.0, ""height"": 9.0, ""width"": 4.0}",2024-01-17 15:37:45.500000+00:00,[]
3433,10278758,Videos/20240117/10278758/ai/C21_S20240117154546700_E20240117154646700.mp4,21,"{""x"": 363.0, ""y"": 352.0, ""height"": 2.0, ""width"": 1.0}",2024-01-17 15:45:51.700000+00:00,TRUE,"{""x"": 462.889892578125, ""y"": 335.0216979980469, ""height"": 39.59393310546875, ""width"": 24.978302001953125}",2024-01-17 15:45:53+00:00,[],"{""x"": 420.0, ""y"": 98.0, ""height"": 56.0, ""width"": 57.0}",2024-01-17 15:46:46.700000+00:00,"[{""time"": ""2024-01-17 15:45:57.100000+00:00"", ""center"": {""x"": 511.625, ""y"": 335.458}}, {""time"": ""2024-01-17 15:46:00.600000+00:00"", ""center"": {""x"": 498.292, ""y"": 324.458}}, {""time"": ""2024-01-17 15:46:00.600000+00:00"", ""center"": {""x"": 495.625, ""y"": 333.792}}, {""time"": ""2024-01-17 15:46:12.500000+00:00"", ""center"": {""x"": 556.958, ""y"": 297.792}}, {""time"": ""2024-01-17 15:46:23+00:00"", ""center"": {""x"": 563.625, ""y"": 226.125}}, {""time"": ""2024-01-17 15:46:44+00:00"", ""center"": {""x"": 510.292, ""y"": 97.458}}, {""time"": ""2024-01-17 15:46:46.700000+00:00"", ""center"": {""x"": 489.292, ""y"": 86.792}}]"
3434,10278741,Videos/20240117/10278741/ai/C15_S20240117154244700_E20240117154344700.mp4,15,"{""x"": 339.0, ""y"": 208.0, ""height"": 123.0, ""width"": 87.0}",2024-01-17 15:42:49.700000+00:00,TRUE,"{""x"": 326.4703063964844, ""y"": 307.86199951171875, ""height"": 60.46881103515625, ""width"": 52.13800048828125}",2024-01-17 15:43:00+00:00,[],"{""x"": 207.0, ""y"": 278.0, ""height"": 41.0, ""width"": 30.0}",2024-01-17 15:43:44.700000+00:00,[]
3435,10277126,Videos/20240117/10277126/ai/C28_S20240117153659200_E20240117153759200.mp4,28,"{""x"": 232.0, ""y"": 271.0, ""height"": 8.0, ""width"": 7.0}",2024-01-17 15:37:04.200000+00:00,TRUE,"{""x"": 233.8031768798828, ""y"": 0.0, ""height"": 35.86769104003906, ""width"": 37.822052001953125}",2024-01-17 15:37:07.300000+00:00,[],"{""x"": 257.0, ""y"": 0.0, ""height"": 18.0, ""width"": 14.0}",2024-01-17 15:37:08.700000+00:00,[]
3436,10279182,Videos/20240117/10279182/ai/C21_S20240117154700600_E20240117154800600.mp4,21,"{""x"": 365.0, ""y"": 353.0, ""height"": 1.0, ""width"": 1.0}",2024-01-17 15:47:05.600000+00:00,TRUE,"{""x"": 318.58660888671875, ""y"": 332.09478759765625, ""height"": 29.688568115234375, ""width"": 27.43792724609375}",2024-01-17 15:48:00.400000+00:00,"[{""time"": ""2024-01-17 15:47:11+00:00"", ""center"": {""x"": 409.6809368896484, ""y"": 287.87695251464845}}, {""time"": ""2024-01-17 15:47:22.800000+00:00"", ""center"": {""x"": 398.7821682739258, ""y"": 256.2994856262207}}, {""time"": ""2024-01-17 15:47:32.600000+00:00"", ""center"": {""x"": 316.30507202148436, ""y"": 343.6292623901367}}, {""time"": ""2024-01-17 15:47:47.300000+00:00"", ""center"": {""x"": 338.80715545654294, ""y"": 344.21306854248047}}]","{""x"": 340.0, ""y"": 275.0, ""height"": 48.0, ""width"": 52.0}",2024-01-17 15:48:00.600000+00:00,"[{""time"": ""2024-01-17 15:47:39.800000+00:00"", ""center"": {""x"": 282.172, ""y"": 344.606}}, {""time"": ""2024-01-17 15:47:39.800000+00:00"", ""center"": {""x"": 287.922, ""y"": 346.106}}, {""time"": ""2024-01-17 15:47:51.500000+00:00"", ""center"": {""x"": 287.005, ""y"": 343.606}}, {""time"": ""2024-01-17 15:47:58.200000+00:00"", ""center"": {""x"": 298.838, ""y"": 343.606}}, {""time"": ""2024-01-17 15:47:58.200000+00:00"", ""center"": {""x"": 297.338, ""y"": 345.939}}]"
3437,10276921,Videos/20240117/10276921/ai/C19_S20240117153229650_E20240117153329650.mp4,19,"{""x"": 303.0, ""y"": 85.0, ""height"": 39.0, ""width"": 42.0}",2024-01-17 15:32:34.650000+00:00,TRUE,"{""x"": 308.2301025390625, ""y"": 0.0, ""height"": 39.404144287109375, ""width"": 41.33804702758789}",2024-01-17 15:32:40.450000+00:00,"[{""time"": ""2024-01-17 15:32:30.450000+00:00"", ""center"": {""x"": 326.9223931884766, ""y"": 107.22641342163087}}]","{""x"": 313.0, ""y"": 1.0, ""height"": 17.0, ""width"": 15.0}",2024-01-17 15:32:41.350000+00:00,[]
3438,10279212,Videos/20240117/10279212/ai/C20_S20240117160016900_E20240117160116900.mp4,20,"{""x"": 342.0, ""y"": 67.0, ""height"": 18.0, ""width"": 21.0}",2024-01-17 16:00:21.900000+00:00,TRUE,"{""x"": 322.1297302246094, ""y"": 0.0, ""height"": 35.09088134765625, ""width"": 46.020050048828125}",2024-01-17 16:00:38.500000+00:00,[],"{""x"": 482.0, ""y"": 0.0, ""height"": 16.0, ""width"": 8.0}",2024-01-17 16:00:41.900000+00:00,"[{""time"": ""2024-01-17 16:00:23.300000+00:00"", ""center"": {""x"": 238.288, ""y"": 37.764}}, {""time"": ""2024-01-17 16:00:29.700000+00:00"", ""center"": {""x"": 239.288, ""y"": 47.764}}, {""time"": ""2024-01-17 16:00:35.600000+00:00"", ""center"": {""x"": 241.621, ""y"": 38.097}}]"
3439,10276617,Videos/20240117/10276617/ai/C30_S20240117153740500_E20240117153840500.mp4,30,"{""x"": 275.0, ""y"": 290.0, ""height"": 10.0, ""width"": 6.0}",2024-01-17 15:37:45.500000+00:00,TRUE,"{""x"": 345.1239013671875, ""y"": 319.3888854980469, ""height"": 26.595794677734375, ""width"": 40.611114501953125}",2024-01-17 15:37:53.500000+00:00,[],"{""x"": 120.0, ""y"": 153.0, ""height"": 29.0, ""width"": 23.0}",2024-01-17 15:38:40.500000+00:00,[]
3440,10279205,Videos/20240117/10279205/ai/C25_S20240117160419200_E20240117160519200.mp4,25,"{""x"": 0.0, ""y"": 229.0, ""height"": 40.0, ""width"": 85.0}",2024-01-17 16:04:24.200000+00:00,TRUE,"{""x"": 312.73681640625, ""y"": 0.0, ""height"": 43.96087646484375, ""width"": 43.09547805786133}",2024-01-17 16:04:29.800000+00:00,[],"{""x"": 330.0, ""y"": 0.0, ""height"": 80.0, ""width"": 32.0}",2024-01-17 16:04:30.900000+00:00,[]
3441,10277577,Videos/20240117/10277577/ai/C16_S20240117153132600_E20240117153232600.mp4,16,"{""x"": 371.0, ""y"": 34.0, ""height"": 31.0, ""width"": 31.0}",2024-01-17 15:31:37.600000+00:00,TRUE,"{""x"": 441.501708984375, ""y"": 0.0, ""height"": 41.353790283203125, ""width"": 26.1805419921875}",2024-01-17 15:31:47.900000+00:00,"[{""time"": ""2024-01-17 15:31:33+00:00"", ""center"": {""x"": 477.9790969848633, ""y"": 13.124667380675673}}]","{""x"": 503.0, ""y"": 0.0, ""height"": 18.0, ""width"": 5.0}",2024-01-17 15:31:41.700000+00:00,[]
3442,10279304,Videos/20240117/10279304/ai/C13_S20240117155003200_E20240117155103200.mp4,13,"{""x"": 0.0, ""y"": 241.0, ""height"": 355.0, ""width"": 119.0}",2024-01-17 15:50:08.200000+00:00,TRUE,"{""x"": 232.254150390625, ""y"": 7.423603057861328, ""height"": 43.978851318359375, ""width"": 37.175743103027344}",2024-01-17 15:50:07.900000+00:00,[],"{""x"": 589.0, ""y"": 25.0, ""height"": 32.0, ""width"": 30.0}",2024-01-17 15:50:08.600000+00:00,[]
3443,10278741,Videos/20240117/10278741/ai/C15_S20240117154339700_E20240117154439700.mp4,15,"{""x"": 207.0, ""y"": 278.0, ""height"": 41.0, ""width"": 30.0}",2024-01-17 15:43:44.700000+00:00,TRUE,"{""x"": 59.024410247802734, ""y"": 182.41078186035156, ""height"": 62.48446273803711, ""width"": 75.52537536621094}",2024-01-17 15:44:39.600000+00:00,"[{""time"": ""2024-01-17 15:43:41.900000+00:00"", ""center"": {""x"": 258.41521865844726, ""y"": 229.53259872436524}}, {""time"": ""2024-01-17 15:44:08.200000+00:00"", ""center"": {""x"": 285.610657043457, ""y"": 200.1852670288086}}, {""time"": ""2024-01-17 15:44:22.300000+00:00"", ""center"": {""x"": 83.7664270401001, ""y"": 224.4856364440918}}, {""time"": ""2024-01-17 15:44:34.700000+00:00"", ""center"": {""x"": 97.29891586303711, ""y"": 203.57931076049806}}]","{""x"": 78.0, ""y"": 240.0, ""height"": 50.0, ""width"": 58.0}",2024-01-17 15:44:39.700000+00:00,"[{""time"": ""2024-01-17 15:43:53.500000+00:00"", ""center"": {""x"": 242.259, ""y"": 164.605}}, {""time"": ""2024-01-17 15:43:53.500000+00:00"", ""center"": {""x"": 242.926, ""y"": 150.605}}, {""time"": ""2024-01-17 15:44:02.100000+00:00"", ""center"": {""x"": 226.592, ""y"": 192.938}}, {""time"": ""2024-01-17 15:44:02.100000+00:00"", ""center"": {""x"": 240.259, ""y"": 182.605}}, {""time"": ""2024-01-17 15:44:10.900000+00:00"", ""center"": {""x"": 247.259, ""y"": 200.272}}, {""time"": ""2024-01-17 15:44:33.300000+00:00"", ""center"": {""x"": 94.926, ""y"": 120.605}}]"
3444,10277126,Videos/20240117/10277126/ai/C29_S20240117153703700_E20240117153803700.mp4,29,"{""x"": 294.0, ""y"": 184.0, ""height"": 44.0, ""width"": 51.0}",2024-01-17 15:37:08.700000+00:00,TRUE,"{""x"": 239.14004516601562, ""y"": 0.0, ""height"": 41.654815673828125, ""width"": 39.934669494628906}",2024-01-17 15:37:11.900000+00:00,[],"{""x"": 274.0, ""y"": 2.0, ""height"": 11.0, ""width"": 7.0}",2024-01-17 15:37:12.600000+00:00,[]
3445,10274460,Videos/20240117/10274460/ai/C28_S20240117151300700_E20240117151400700.mp4,28,"{""x"": 330.0, ""y"": 301.0, ""height"": 3.0, ""width"": 4.0}",2024-01-17 15:13:05.700000+00:00,TRUE,"{""x"": 338.5811462402344, ""y"": 0.0, ""height"": 44.051422119140625, ""width"": 36.996192932128906}",2024-01-17 15:13:10.800000+00:00,[],"{""x"": 364.0, ""y"": 7.0, ""height"": 26.0, ""width"": 15.0}",2024-01-17 15:13:12.600000+00:00,[]
3446,10279175,Videos/20240117/10279175/ai/C16_S20240117155150700_E20240117155250700.mp4,16,"{""x"": 355.0, ""y"": 186.0, ""height"": 53.0, ""width"": 43.0}",2024-01-17 15:51:55.700000+00:00,TRUE,"{""x"": 460.6637268066406, ""y"": 130.27569580078125, ""height"": 53.546295166015625, ""width"": 23.339157104492188}",2024-01-17 15:52:50.600000+00:00,"[{""time"": ""2024-01-17 15:51:50.800000+00:00"", ""center"": {""x"": 367.612682800293, ""y"": 220.9340968322754}}, {""time"": ""2024-01-17 15:52:18.100000+00:00"", ""center"": {""x"": 445.0276840209961, ""y"": 92.63162853240966}}, {""time"": ""2024-01-17 15:52:28.900000+00:00"", ""center"": {""x"": 470.6390319824219, ""y"": 86.96863716125489}}, {""time"": ""2024-01-17 15:52:44.300000+00:00"", ""center"": {""x"": 485.54692321777344, ""y"": 141.19105880737305}}]","{""x"": 399.0, ""y"": 52.0, ""height"": 46.0, ""width"": 40.0}",2024-01-17 15:52:50.700000+00:00,"[{""time"": ""2024-01-17 15:52:00.700000+00:00"", ""center"": {""x"": 382.018, ""y"": 248.309}}, {""time"": ""2024-01-17 15:52:03.400000+00:00"", ""center"": {""x"": 379.268, ""y"": 262.559}}, {""time"": ""2024-01-17 15:52:24.300000+00:00"", ""center"": {""x"": 494.685, ""y"": 89.476}}, {""time"": ""2024-01-17 15:52:30.200000+00:00"", ""center"": {""x"": 513.435, ""y"": 90.976}}]"
3447,10276617,Videos/20240117/10276617/ai/C30_S20240117153835500_E20240117153935500.mp4,30,"{""x"": 120.0, ""y"": 153.0, ""height"": 29.0, ""width"": 23.0}",2024-01-17 15:38:40.500000+00:00,TRUE,"{""x"": 0.0, ""y"": 67.68470764160156, ""height"": 15.41534423828125, ""width"": 19.227882385253906}",2024-01-17 15:39:05.300000+00:00,"[{""time"": ""2024-01-17 15:38:42.200000+00:00"", ""center"": {""x"": 70.52385375976563, ""y"": 198.12907119750977}}]","{""x"": 16.0, ""y"": 77.0, ""height"": 23.0, ""width"": 29.0}",2024-01-17 15:39:04.500000+00:00,[]
3448,10278765,Videos/20240117/10278765/ai/C28_S20240117155037300_E20240117155137300.mp4,28,"{""x"": 348.0, ""y"": 69.0, ""height"": 40.0, ""width"": 36.0}",2024-01-17 15:50:42.300000+00:00,TRUE,"{""x"": 372.2173156738281, ""y"": 0.0, ""height"": 34.673431396484375, ""width"": 24.222192764282227}",2024-01-17 15:50:47.200000+00:00,"[{""time"": ""2024-01-17 15:50:37.700000+00:00"", ""center"": {""x"": 407.0840426635742, ""y"": 90.01887111663818}}]","{""x"": 371.0, ""y"": 6.0, ""height"": 24.0, ""width"": 12.0}",2024-01-17 15:50:48.500000+00:00,"[{""time"": ""2024-01-17 15:50:44.700000+00:00"", ""center"": {""x"": 456.11, ""y"": 48.081}}, {""time"": ""2024-01-17 15:50:44.700000+00:00"", ""center"": {""x"": 460.443, ""y"": 48.581}}]"
3449,10279205,Videos/20240117/10279205/ai/C16_S20240117160425900_E20240117160525900.mp4,16,"{""x"": 371.0, ""y"": 317.0, ""height"": 120.0, ""width"": 43.0}",2024-01-17 16:04:30.900000+00:00,TRUE,"{""x"": 414.2706298828125, ""y"": 0.0, ""height"": 39.846588134765625, ""width"": 37.87822341918945}",2024-01-17 16:04:34.600000+00:00,[],"{""x"": 348.0, ""y"": 0.0, ""height"": 29.0, ""width"": 14.0}",2024-01-17 16:04:35.700000+00:00,[]
3450,10279236,Videos/20240117/10279236/ai/C11_S20240117160415200_E20240117160515200.mp4,11,"{""x"": 216.0, ""y"": 210.0, ""height"": 56.0, ""width"": 76.0}",2024-01-17 16:04:20.200000+00:00,TRUE,"{""x"": 201.59695434570312, ""y"": 332.0602722167969, ""height"": 35.75166320800781, ""width"": 27.939727783203125}",2024-01-17 16:04:58.100000+00:00,"[{""time"": ""2024-01-17 16:04:15.300000+00:00"", ""center"": {""x"": 245.6166604614258, ""y"": 234.891163482666}}, {""time"": ""2024-01-17 16:04:29.500000+00:00"", ""center"": {""x"": 255.25983444213867, ""y"": 231.98770919799804}}, {""time"": ""2024-01-17 16:04:40.300000+00:00"", ""center"": {""x"": 244.5980110168457, ""y"": 234.29981018066405}}]","{""x"": 290.0, ""y"": 342.0, ""height"": 23.0, ""width"": 18.0}",2024-01-17 16:05:01.200000+00:00,"[{""time"": ""2024-01-17 16:04:21.600000+00:00"", ""center"": {""x"": 254.39, ""y"": 174.864}}, {""time"": ""2024-01-17 16:04:21.600000+00:00"", ""center"": {""x"": 248.39, ""y"": 171.53}}, {""time"": ""2024-01-17 16:04:28.300000+00:00"", ""center"": {""x"": 242.345, ""y"": 175.814}}, {""time"": ""2024-01-17 16:04:28.300000+00:00"", ""center"": {""x"": 237.845, ""y"": 170.564}}, {""time"": ""2024-01-17 16:04:37+00:00"", ""center"": {""x"": 261.845, ""y"": 184.064}}, {""time"": ""2024-01-17 16:04:37+00:00"", ""center"": {""x"": 262.095, ""y"": 179.064}}, {""time"": ""2024-01-17 16:04:43+00:00"", ""center"": {""x"": 250.512, ""y"": 184.731}}, {""time"": ""2024-01-17 16:04:43+00:00"", ""center"": {""x"": 240.012, ""y"": 183.397}}, {""time"": ""2024-01-17 16:04:47.400000+00:00"", ""center"": {""x"": 254.845, ""y"": 183.231}}]"
3451,10277577,Videos/20240117/10277577/ai/C27_S20240117153136700_E20240117153236700.mp4,27,"{""x"": -107379.0, ""y"": -1804.0, ""height"": 108019.0, ""width"": 2164.0}",2024-01-17 15:31:41.700000+00:00,FALSE,,,,"{""x"": 381.0, ""y"": 22.0, ""height"": 40.0, ""width"": 28.0}",2024-01-17 15:32:36.700000+00:00,"[{""time"": ""2024-01-17 15:31:46.600000+00:00"", ""center"": {""x"": 549.42, ""y"": 349.542}}, {""time"": ""2024-01-17 15:31:46.600000+00:00"", ""center"": {""x"": 549.42, ""y"": 345.875}}, {""time"": ""2024-01-17 15:32:04.500000+00:00"", ""center"": {""x"": 572.92, ""y"": 175.041}}, {""time"": ""2024-01-17 15:32:14.300000+00:00"", ""center"": {""x"": 555.42, ""y"": 113.04}}, {""time"": ""2024-01-17 15:32:35+00:00"", ""center"": {""x"": 536.503, ""y"": 38.706}}]"
3452,10277126,Videos/20240117/10277126/ai/C30_S20240117153707600_E20240117153807600.mp4,30,"{""x"": 312.0, ""y"": 298.0, ""height"": 13.0, ""width"": 9.0}",2024-01-17 15:37:12.600000+00:00,TRUE,"{""x"": 148.4541473388672, ""y"": 0.0, ""height"": 46.074798583984375, ""width"": 23.064451217651367}",2024-01-17 15:37:37.300000+00:00,"[{""time"": ""2024-01-17 15:37:19.200000+00:00"", ""center"": {""x"": 147.49417488098143, ""y"": 24.27548113644123}}]","{""x"": 627.0, ""y"": 35.0, ""height"": 13.0, ""width"": 23.0}",2024-01-17 15:37:46.700000+00:00,[]
3453,10274460,Videos/20240117/10274460/ai/C29_S20240117151307600_E20240117151407600.mp4,29,"{""x"": 360.0, ""y"": 255.0, ""height"": 42.0, ""width"": 31.0}",2024-01-17 15:13:12.600000+00:00,TRUE,"{""x"": 346.43670654296875, ""y"": 0.0, ""height"": 40.34954833984375, ""width"": 34.42271041870117}",2024-01-17 15:13:19.400000+00:00,[],"{""x"": 415.0, ""y"": 0.0, ""height"": 30.0, ""width"": 12.0}",2024-01-17 15:13:25+00:00,[]
3454,10279229,Videos/20240117/10279229/ai/C26_S20240117160203500_E20240117160303500.mp4,26,"{""x"": 328.0, ""y"": 171.0, ""height"": 49.0, ""width"": 1.0}",2024-01-17 16:02:08.500000+00:00,TRUE,"{""x"": 232.66305541992188, ""y"": 29.661972045898438, ""height"": 39.197509765625, ""width"": 71.75205993652344}",2024-01-17 16:02:11.600000+00:00,[],"{""x"": 182.0, ""y"": 100.0, ""height"": 27.0, ""width"": 22.0}",2024-01-17 16:02:14.100000+00:00,[]
3455,10276921,Videos/20240117/10276921/ai/C20_S20240117153236350_E20240117153336350.mp4,20,"{""x"": 311.0, ""y"": 235.0, ""height"": 33.0, ""width"": 27.0}",2024-01-17 15:32:41.350000+00:00,TRUE,"{""x"": 335.4085693359375, ""y"": 0.0, ""height"": 32.41729736328125, ""width"": 42.09148025512695}",2024-01-17 15:33:01.350000+00:00,"[{""time"": ""2024-01-17 15:32:42.350000+00:00"", ""center"": {""x"": 288.3453065490723, ""y"": 144.54464477539062}}]","{""x"": 491.0, ""y"": 2.0, ""height"": 11.0, ""width"": 5.0}",2024-01-17 15:33:00.250000+00:00,"[{""time"": ""2024-01-17 15:32:48.350000+00:00"", ""center"": {""x"": 225.403, ""y"": 133.872}}, {""time"": ""2024-01-17 15:32:54.050000+00:00"", ""center"": {""x"": 230.07, ""y"": 45.205}}]"
